RAOPeriodOrFreq,RAOSurgeAmp,RAOSurgePhase,RAOSwayAmp,RAOSwayPhase,RAOHeaveAmp,RAOHeavePhase,RAORollAmp,RAORollPhase,RAOPitchAmp,RAOPitchPhase,RAOYawAmp,RAOYawPhase,dir
2.482,0.0,-152.129,0.0,52.734,0.0,-146.875,0.003,169.695,0.001,-146.166,0.0,168.539,-30.0
2.468,0.0,-168.993,0.0,39.544,0.0,-176.255,0.003,142.414,0.001,-174.344,0.0,154.803,-30.0
2.454,0.0,173.926,0.0,9.413,0.0,155.257,0.003,116.446,0.001,156.633,0.0,153.824,-30.0
2.44,0.0,149.053,0.0,-107.225,0.0,127.725,0.003,90.379,0.001,126.951,0.0,155.686,-30.0
2.426,0.0,98.631,0.0,-129.306,0.0,100.341,0.003,62.67,0.001,97.036,0.0,160.645,-30.0
2.413,0.0,43.595,0.0,-136.923,0.0,72.111,0.003,32.603,0.001,67.27,0.0,171.408,-30.0
2.4,0.0,17.417,0.0,-140.745,0.0,42.004,0.003,1.362,0.001,37.83,0.0,-163.81,-30.0
2.387,0.0,2.239,0.0,-142.163,0.0,10.016,0.003,-28.606,0.001,8.396,0.0,-118.985,-30.0
2.374,0.0,-9.82,0.0,-139.573,0.0,-22.691,0.003,-55.961,0.001,-21.53,0.0,-85.079,-30.0
62.832,6.401,90.26,2.328,-89.845,0.974,0.049,0.138,-93.064,0.38,-92.01,0.59,0.422,-20.0
42.032,4.137,90.38,1.503,-89.792,0.941,0.227,0.202,-94.641,0.56,-93.052,0.58,0.657,-20.0
31.578,2.958,90.483,1.073,-89.768,0.895,0.618,0.262,-96.293,0.731,-94.131,0.566,0.924,-20.0
25.289,2.22,90.586,0.802,-89.789,0.832,1.291,0.316,-98.029,0.891,-95.237,0.548,1.226,-20.0
21.088,1.705,90.744,0.613,-89.854,0.75,2.169,0.363,-99.827,1.036,-96.271,0.524,1.575,-20.0
18.085,1.32,91.053,0.471,-89.933,0.651,3.075,0.4,-101.652,1.163,-97.088,0.495,1.94,-20.0
15.83,1.017,91.691,0.359,-89.959,0.538,3.69,0.426,-103.365,1.264,-97.526,0.46,2.274,-20.0
14.075,0.769,92.816,0.268,-89.816,0.415,3.521,0.436,-104.714,1.325,-97.476,0.42,2.472,-20.0
12.671,0.559,94.462,0.192,-89.32,0.291,1.677,0.418,-105.264,1.328,-97.08,0.374,2.399,-20.0
11.521,0.381,96.386,0.127,-88.668,0.173,-4.529,0.337,-105.695,1.258,-96.89,0.324,1.871,-20.0
10.562,0.237,98.12,0.077,-92.153,0.076,-29.374,0.248,-149.581,1.114,-97.9,0.274,0.914,-20.0
9.751,0.127,99.27,0.042,-85.696,0.062,-110.47,0.422,-148.201,0.917,-101.58,0.22,-0.281,-20.0
9.049,0.05,100.249,0.012,-44.406,0.112,-140.492,0.382,-144.929,0.703,-110.171,0.167,-2.335,-20.0
8.323,0.004,-121.395,0.023,60.163,0.145,-151.916,0.291,-151.78,0.489,-131.392,0.106,-5.496,-20.0
7.759,0.023,-96.218,0.035,68.281,0.14,-162.118,0.204,-166.099,0.392,-160.068,0.054,-9.777,-20.0
7.305,0.025,-103.82,0.038,68.895,0.118,-176.777,0.135,169.458,0.357,174.115,0.014,-24.177,-20.0
6.931,0.021,-114.506,0.034,68.3,0.095,163.002,0.101,131.475,0.327,152.443,0.014,-177.211,-20.0
6.614,0.013,-126.762,0.027,67.568,0.078,138.458,0.099,94.672,0.288,131.873,0.031,168.05,-20.0
6.342,0.005,-141.939,0.017,66.789,0.068,112.24,0.102,68.44,0.247,110.418,0.039,159.361,-20.0
6.105,0.002,47.3,0.009,68.869,0.061,86.37,0.096,46.014,0.209,87.174,0.042,152.33,-20.0
5.894,0.008,25.158,0.003,107.359,0.054,61.166,0.083,22.418,0.177,61.995,0.039,146.312,-20.0
5.706,0.012,12.6,0.005,-166.877,0.049,36.016,0.069,-5.632,0.153,35.508,0.033,140.726,-20.0
5.535,0.014,0.587,0.009,-156.459,0.043,10.364,0.06,-40.56,0.135,8.628,0.025,136.673,-20.0
5.38,0.014,-12.395,0.012,-153.424,0.039,-15.927,0.061,-76.28,0.121,-18.327,0.015,138.636,-20.0
5.238,0.012,-28.269,0.012,-150.558,0.035,-42.53,0.066,-104.868,0.108,-45.595,0.006,170.635,-20.0
5.107,0.009,-50.929,0.011,-145.055,0.031,-68.94,0.068,-127.914,0.098,-73.152,0.008,-98.899,-20.0
4.985,0.006,-88.975,0.009,-133.154,0.028,-95.324,0.065,-149.048,0.089,-100.746,0.016,-80.605,-20.0
4.872,0.006,-140.116,0.007,-108.701,0.025,-122.609,0.056,-171.511,0.082,-128.04,0.021,-73.875,-20.0
4.767,0.008,-175.947,0.006,-70.702,0.022,-151.392,0.045,159.968,0.075,-154.801,0.022,-67.972,-20.0
4.668,0.009,161.308,0.007,-39.129,0.02,179.219,0.038,121.536,0.068,178.724,0.019,-59.872,-20.0
4.575,0.009,142.374,0.008,-19.398,0.019,150.804,0.04,81.82,0.061,151.357,0.014,-45.783,-20.0
4.488,0.009,123.107,0.008,-4.184,0.018,124.043,0.046,52.193,0.055,122.179,0.01,-16.463,-20.0
4.405,0.008,101.838,0.007,11.879,0.017,97.99,0.049,30.283,0.051,92.283,0.009,30.366,-20.0
4.327,0.006,77.319,0.005,33.633,0.015,70.747,0.047,10.333,0.048,63.788,0.011,62.383,-20.0
4.253,0.005,45.278,0.005,64.465,0.013,41.215,0.04,-12.778,0.046,37.047,0.013,79.31,-20.0
4.182,0.004,1.35,0.005,96.491,0.012,10.7,0.032,-43.731,0.042,10.811,0.013,91.241,-20.0
4.115,0.005,-39.665,0.005,119.442,0.012,-17.796,0.029,-82.578,0.038,-16.669,0.011,103.17,-20.0
4.051,0.006,-65.555,0.005,135.261,0.011,-44.298,0.031,-119.18,0.034,-46.122,0.008,120.558,-20.0
3.99,0.006,-82.942,0.004,148.554,0.01,-70.849,0.034,-147.372,0.032,-76.496,0.005,154.406,-20.0
3.932,0.006,-97.731,0.003,164.002,0.009,-99.271,0.035,-170.817,0.03,-105.425,0.005,-159.183,-20.0
3.876,0.005,-114.502,0.002,-169.609,0.008,-129.807,0.033,165.668,0.029,-132.465,0.006,-132.001,-20.0
3.822,0.003,-142.327,0.002,-124.776,0.008,-160.212,0.03,139.011,0.027,-159.084,0.006,-119.082,-20.0
3.771,0.002,163.99,0.002,-90.635,0.008,171.481,0.027,108.305,0.024,172.998,0.006,-111.882,-20.0
3.722,0.003,118.022,0.002,-75.602,0.007,145.04,0.025,75.476,0.022,143.243,0.004,-106.724,-20.0
3.674,0.004,94.777,0.002,-69.417,0.007,118.651,0.025,43.94,0.02,113.007,0.002,-100.113,-20.0
3.629,0.004,78.711,0.002,-67.752,0.006,90.267,0.026,14.752,0.02,83.939,0.001,-67.754,-20.0
3.584,0.004,63.041,0.001,-69.521,0.005,59.35,0.026,-13.201,0.019,56.434,0.001,40.015,-20.0
3.542,0.003,42.937,0.001,-76.612,0.005,28.171,0.025,-40.849,0.017,29.505,0.002,46.518,-20.0
3.501,0.002,11.097,0.0,-139.012,0.005,-0.976,0.024,-68.544,0.016,1.661,0.002,39.161,-20.0
3.461,0.002,-34.919,0.0,103.816,0.005,-28.049,0.023,-96.34,0.014,-27.931,0.002,23.753,-20.0
3.423,0.002,-73.54,0.001,82.428,0.004,-54.528,0.022,-124.291,0.013,-58.354,0.002,2.601,-20.0
3.386,0.002,-99.541,0.001,63.686,0.004,-82.084,0.021,-153.246,0.013,-87.912,0.002,-16.596,-20.0
3.35,0.002,-121.042,0.001,48.824,0.004,-111.726,0.02,175.945,0.012,-116.033,0.002,-28.124,-20.0
3.315,0.002,-143.298,0.001,38.798,0.003,-142.698,0.019,144.492,0.011,-143.475,0.001,-32.043,-20.0
3.282,0.002,-169.089,0.001,33.865,0.003,-172.96,0.02,114.664,0.01,-171.298,0.001,-23.335,-20.0
3.249,0.002,161.022,0.001,35.081,0.003,158.497,0.02,87.34,0.009,159.733,0.0,102.052,-20.0
3.217,0.002,129.287,0.001,50.169,0.003,130.901,0.02,61.75,0.009,129.725,0.001,124.12,-20.0
3.186,0.001,98.038,0.0,123.064,0.003,103.143,0.018,36.039,0.008,99.801,0.002,129.087,-20.0
3.156,0.001,66.945,0.001,168.662,0.002,74.527,0.017,7.891,0.008,70.845,0.003,133.269,-20.0
3.127,0.001,34.875,0.001,-179.486,0.002,45.016,0.015,-23.791,0.007,42.565,0.002,138.981,-20.0
3.099,0.001,3.736,0.001,-172.638,0.002,15.262,0.015,-56.744,0.007,14.145,0.002,149.046,-20.0
3.071,0.001,-23.311,0.001,-165.45,0.002,-14.076,0.016,-87.152,0.006,-14.856,0.001,173.315,-20.0
3.045,0.001,-46.139,0.001,-154.229,0.002,-43.201,0.016,-113.97,0.006,-44.407,0.001,-126.355,-20.0
3.018,0.001,-67.376,0.001,-130.362,0.002,-72.605,0.016,-138.929,0.005,-74.024,0.001,-85.211,-20.0
2.993,0.001,-91.735,0.0,-80.551,0.001,-102.171,0.015,-164.524,0.005,-103.244,0.002,-69.419,-20.0
2.968,0.001,-128.395,0.001,-40.675,0.001,-131.308,0.013,167.066,0.004,-132.328,0.002,-60.089,-20.0
2.944,0.001,-178.635,0.001,-22.569,0.001,-159.786,0.012,135.324,0.004,-161.91,0.002,-51.643,-20.0
2.92,0.001,145.196,0.001,-11.578,0.001,171.884,0.012,102.879,0.004,167.887,0.001,-40.229,-20.0
2.897,0.001,124.169,0.001,-1.364,0.001,142.467,0.012,73.033,0.003,137.592,0.001,-16.688,-20.0
2.874,0.001,108.976,0.001,13.056,0.001,111.145,0.012,46.083,0.003,107.87,0.001,39.36,-20.0
2.852,0.001,94.282,0.0,41.388,0.001,78.785,0.012,20.267,0.003,78.625,0.001,82.954,-20.0
2.831,0.0,72.746,0.0,88.73,0.001,47.579,0.011,-6.379,0.002,48.904,0.001,99.782,-20.0
2.81,0.0,16.627,0.0,121.491,0.001,18.612,0.01,-35.199,0.002,17.669,0.001,108.661,-20.0
2.789,0.0,-48.996,0.001,137.252,0.001,-9.296,0.01,-65.979,0.002,-15.124,0.001,115.508,-20.0
2.769,0.0,-73.14,0.001,147.049,0.001,-38.724,0.009,-96.85,0.002,-48.21,0.001,123.569,-20.0
2.749,0.0,-87.228,0.0,156.433,0.0,-71.913,0.009,-126.182,0.002,-80.229,0.0,140.142,-20.0
2.73,0.0,-100.308,0.0,171.504,0.0,-108.272,0.009,-154.033,0.001,-111.43,0.0,-156.478,-20.0
2.711,0.0,-118.694,0.0,-151.87,0.0,-143.977,0.009,178.599,0.001,-143.705,0.0,-99.49,-20.0
2.693,0.0,-164.704,0.0,-98.894,0.0,-176.713,0.008,150.719,0.001,-178.734,0.001,-86.031,-20.0
2.674,0.0,115.796,0.0,-75.654,0.0,151.87,0.008,121.879,0.001,143.772,0.001,-81.48,-20.0
2.657,0.0,82.81,0.0,-67.694,0.0,118.427,0.007,92.376,0.001,105.909,0.001,-80.486,-20.0
2.639,0.0,61.105,0.0,-65.121,0.0,81.01,0.007,62.824,0.001,69.296,0.0,-82.953,-20.0
2.622,0.0,37.391,0.0,-65.25,0.0,41.281,0.007,33.591,0.001,33.575,0.0,-93.812,-20.0
2.605,0.0,5.703,0.0,-68.151,0.0,2.562,0.006,4.609,0.001,-2.477,0.0,-155.702,-20.0
2.589,0.0,-34.574,0.0,108.813,0.0,-34.347,0.006,-24.321,0.001,-39.296,0.0,138.1,-20.0
2.573,0.0,-75.455,0.0,97.698,0.0,-70.138,0.006,-53.219,0.001,-75.688,0.0,123.025,-20.0
2.557,0.0,-114.587,0.0,79.31,0.0,-105.427,0.006,-81.898,0.001,-111.203,0.0,111.145,-20.0
2.541,0.0,-153.174,0.0,47.904,0.0,-139.962,0.005,-110.392,0.001,-145.644,0.0,86.965,-20.0
2.526,0.0,172.072,0.0,15.674,0.0,-173.562,0.005,-139.064,0.001,-178.987,0.0,38.868,-20.0
2.511,0.0,143.677,0.0,-3.611,0.0,153.028,0.005,-168.452,0.001,148.588,0.0,8.445,-20.0
2.496,0.0,119.246,0.0,-12.308,0.0,119.597,0.004,161.253,0.001,117.005,0.0,-0.154,-20.0
2.482,0.0,94.569,0.0,-13.864,0.0,86.458,0.004,130.646,0.001,85.925,0.0,0.343,-20.0
2.468,0.0,64.1,0.0,-1.876,0.0,54.946,0.004,100.833,0.001,55.037,0.0,7.24,-20.0
2.454,0.0,23.607,0.0,92.728,0.0,24.737,0.004,72.363,0.001,23.859,0.0,23.939,-20.0
2.44,0.0,-17.195,0.0,128.593,0.0,-4.65,0.004,44.656,0.001,-7.216,0.0,66.284,-20.0
2.426,0.0,-47.687,0.0,135.694,0.0,-34.332,0.003,16.327,0.001,-37.782,0.0,123.082,-20.0
2.413,0.0,-71.06,0.0,139.819,0.0,-65.014,0.003,-14.017,0.001,-67.587,0.0,150.873,-20.0
2.4,0.0,-92.724,0.0,145.067,0.0,-96.383,0.003,-46.477,0.001,-96.922,0.0,166.438,-20.0
2.387,0.0,-117.137,0.0,156.022,0.0,-127.295,0.002,-79.112,0.001,-126.285,0.0,179.139,-20.0
2.374,0.0,-148.677,0.0,-170.197,0.0,-157.021,0.002,-109.657,0.001,-155.962,0.0,-167.46,-20.0
62.832,6.692,90.263,1.18,-89.841,0.971,0.06,0.07,-93.245,0.398,-92.091,0.314,0.451,-10.0
42.032,4.311,90.389,0.759,-89.783,0.936,0.252,0.102,-94.925,0.585,-93.17,0.308,0.694,-10.0
31.578,3.068,90.494,0.54,-89.755,0.884,0.68,0.131,-96.674,0.761,-94.302,0.3,0.97,-10.0
25.289,2.288,90.601,0.401,-89.787,0.815,1.413,0.157,-98.52,0.923,-95.457,0.289,1.279,-10.0
21.088,1.742,90.766,0.304,-89.85,0.727,2.381,0.178,-100.463,1.068,-96.525,0.276,1.627,-10.0
18.085,1.333,91.086,0.231,-89.939,0.62,3.387,0.193,-102.449,1.191,-97.383,0.259,1.995,-10.0
15.83,1.011,91.741,0.174,-89.984,0.498,4.051,0.201,-104.379,1.282,-97.855,0.24,2.317,-10.0
14.075,0.746,92.888,0.127,-89.884,0.368,3.73,0.196,-106.143,1.326,-97.872,0.217,2.496,-10.0
12.671,0.524,94.522,0.088,-89.594,0.238,1.006,0.172,-107.994,1.304,-97.65,0.191,2.391,-10.0
11.521,0.339,96.308,0.055,-90.203,0.121,-9.915,0.107,-119.493,1.202,-97.868,0.164,1.833,-10.0
10.562,0.191,97.435,0.033,-98.105,0.049,-71.764,0.191,174.781,1.026,-99.898,0.137,1.051,-10.0
9.751,0.082,96.023,0.017,-83.701,0.093,-134.336,0.27,-156.543,0.806,-105.964,0.107,0.025,-10.0
9.049,0.013,68.592,0.005,6.951,0.14,-147.294,0.217,-150.468,0.593,-119.777,0.079,-2.007,-10.0
8.323,0.032,-69.466,0.015,65.207,0.155,-156.388,0.151,-157.545,0.441,-150.122,0.046,-4.913,-10.0
7.759,0.04,-77.424,0.02,70.187,0.136,-169.067,0.099,-174.551,0.413,-179.326,0.019,-8.812,-10.0
7.305,0.032,-84.946,0.02,70.784,0.11,171.22,0.063,154.313,0.394,159.246,0.001,-144.364,-10.0
6.931,0.02,-93.065,0.017,71.075,0.091,145.793,0.053,111.276,0.352,139.913,0.014,171.235,-10.0
6.614,0.008,-98.468,0.012,72.243,0.08,118.895,0.056,78.458,0.299,119.075,0.021,164.109,-10.0
6.342,0.002,35.479,0.007,76.168,0.073,93.147,0.056,55.202,0.25,95.558,0.024,157.55,-10.0
6.105,0.009,45.822,0.003,99.896,0.066,68.259,0.049,32.525,0.211,69.585,0.024,152.238,-10.0
5.894,0.013,36.465,0.003,-172.943,0.059,43.167,0.041,5.422,0.184,42.279,0.021,148.224,-10.0
5.706,0.014,23.976,0.005,-153.318,0.052,17.276,0.034,-29.6,0.164,14.791,0.016,145.725,-10.0
5.535,0.012,7.422,0.007,-147.834,0.047,-9.349,0.034,-68.572,0.147,-12.642,0.01,148.48,-10.0
5.38,0.009,-17.424,0.008,-142.921,0.042,-36.408,0.038,-99.495,0.132,-40.278,0.004,178.392,-10.0
5.238,0.007,-57.229,0.007,-135.514,0.038,-63.738,0.04,-122.336,0.12,-68.102,0.005,-99.34,-10.0
5.107,0.007,-103.18,0.006,-121.96,0.034,-91.602,0.038,-142.499,0.11,-95.871,0.01,-76.284,-10.0
4.985,0.009,-137.166,0.005,-96.746,0.03,-120.38,0.032,-164.418,0.1,-123.668,0.014,-66.588,-10.0
4.872,0.01,-162.404,0.004,-60.613,0.028,-149.615,0.024,165.427,0.091,-151.78,0.015,-57.71,-10.0
4.767,0.01,175.087,0.005,-29.006,0.026,-178.409,0.02,120.216,0.083,179.571,0.013,-45.586,-10.0
4.668,0.01,152.17,0.006,-6.233,0.024,153.29,0.024,77.801,0.076,150.341,0.01,-25.315,-10.0
4.575,0.008,126.372,0.006,13.656,0.022,124.946,0.029,51.279,0.071,120.915,0.008,9.977,-10.0
4.488,0.007,95.472,0.005,35.879,0.02,96.226,0.031,32.759,0.066,91.839,0.008,51.228,-10.0
4.405,0.007,59.983,0.005,63.634,0.019,66.982,0.027,15.192,0.062,63.203,0.01,79.44,-10.0
4.327,0.007,25.353,0.004,94.97,0.017,37.282,0.02,-9.267,0.058,34.672,0.011,98.839,-10.0
4.253,0.007,-4.486,0.004,122.953,0.016,7.501,0.015,-52.085,0.053,5.798,0.01,116.664,-10.0
4.182,0.007,-30.787,0.005,145.468,0.015,-21.779,0.017,-100.949,0.049,-23.615,0.008,138.337,-10.0
4.115,0.007,-55.879,0.004,165.853,0.014,-50.601,0.021,-131.771,0.046,-53.517,0.006,169.67,-10.0
4.051,0.007,-81.674,0.003,-171.001,0.013,-79.663,0.024,-152.792,0.044,-83.359,0.006,-151.549,-10.0
3.99,0.006,-109.878,0.003,-139.649,0.012,-109.412,0.022,-172.439,0.042,-112.665,0.006,-120.922,-10.0
3.932,0.005,-141.852,0.002,-101.872,0.012,-139.541,0.018,162.689,0.04,-141.46,0.006,-100.58,-10.0
3.876,0.005,-176.44,0.003,-71.885,0.011,-169.502,0.015,127.231,0.037,-170.444,0.006,-84.589,-10.0
3.822,0.005,150.694,0.003,-52.78,0.011,161.195,0.015,86.6,0.035,159.875,0.004,-67.446,-10.0
3.771,0.006,122.329,0.002,-39.506,0.01,132.286,0.017,52.608,0.033,129.761,0.003,-39.712,-10.0
3.722,0.006,97.047,0.002,-27.771,0.01,103.035,0.018,25.038,0.031,99.821,0.002,10.519,-10.0
3.674,0.005,72.035,0.001,-10.949,0.009,72.987,0.018,-0.727,0.03,70.457,0.002,48.25,-10.0
3.629,0.005,44.517,0.001,38.052,0.009,42.512,0.017,-27.73,0.029,41.518,0.003,62.551,-10.0
3.584,0.004,12.669,0.001,98.725,0.008,12.478,0.016,-56.897,0.027,12.413,0.003,65.489,-10.0
3.542,0.004,-21.872,0.001,112.597,0.008,-16.723,0.015,-87.918,0.026,-17.306,0.002,59.944,-10.0
3.501,0.004,-54.451,0.001,111.327,0.008,-45.481,0.015,-119.976,0.024,-47.48,0.001,44.319,-10.0
3.461,0.004,-83.007,0.001,102.723,0.007,-74.566,0.014,-152.051,0.024,-77.46,0.001,15.784,-10.0
3.423,0.004,-109.065,0.001,90.689,0.007,-104.454,0.015,176.605,0.023,-106.801,0.0,-25.275,-10.0
3.386,0.004,-135.068,0.001,79.165,0.006,-134.928,0.015,147.059,0.022,-135.747,0.0,-106.505,-10.0
3.35,0.004,-163.153,0.001,70.505,0.006,-165.146,0.015,119.669,0.021,-164.853,0.001,-165.794,-10.0
3.315,0.003,165.833,0.0,70.289,0.006,165.498,0.015,92.95,0.02,165.52,0.001,178.791,-10.0
3.282,0.003,133.114,0.0,-127.696,0.006,136.715,0.014,64.748,0.019,135.48,0.002,173.599,-10.0
3.249,0.003,101.272,0.001,-127.297,0.006,107.792,0.013,33.583,0.018,105.554,0.002,172.519,-10.0
3.217,0.003,71.702,0.001,-126.998,0.005,78.265,0.013,0.123,0.018,76.119,0.002,175.045,-10.0
3.186,0.003,43.877,0.001,-125.314,0.005,48.224,0.013,-32.283,0.017,47.038,0.001,-173.361,-10.0
3.156,0.003,16.667,0.001,-121.245,0.005,18.171,0.014,-61.167,0.016,17.855,0.0,-99.033,-10.0
3.127,0.003,-10.948,0.001,-110.504,0.005,-11.489,0.014,-87.502,0.016,-11.694,0.001,-39.994,-10.0
3.099,0.003,-39.942,0.0,-64.726,0.005,-40.747,0.013,-113.775,0.015,-41.45,0.002,-28.698,-10.0
3.071,0.003,-71.036,0.0,10.315,0.004,-69.961,0.012,-142.462,0.014,-71.171,0.002,-23.125,-10.0
3.045,0.002,-103.674,0.001,28.91,0.004,-99.331,0.012,-174.639,0.014,-100.667,0.002,-18.021,-10.0
3.018,0.002,-135.458,0.001,36.452,0.004,-128.804,0.012,151.883,0.013,-130.056,0.001,-9.918,-10.0
2.993,0.003,-164.365,0.001,42.176,0.004,-158.368,0.012,120.784,0.013,-159.509,0.001,16.175,-10.0
2.968,0.003,169.345,0.001,49.806,0.004,171.953,0.012,92.853,0.012,170.913,0.001,107.968,-10.0
2.944,0.002,143.604,0.0,68.933,0.004,142.151,0.012,66.318,0.012,141.373,0.001,135.915,-10.0
2.92,0.002,115.477,0.0,145.903,0.003,112.355,0.012,38.755,0.011,111.955,0.002,143.561,-10.0
2.897,0.002,82.858,0.0,-169.871,0.003,82.826,0.011,8.517,0.011,82.525,0.002,147.449,-10.0
2.874,0.002,48.016,0.001,-159.174,0.003,53.637,0.01,-23.838,0.011,52.93,0.001,150.686,-10.0
2.852,0.002,16.543,0.001,-154.453,0.003,24.552,0.011,-55.723,0.01,23.141,0.001,156.593,-10.0
2.831,0.002,-10.189,0.001,-150.997,0.003,-4.882,0.011,-85.411,0.01,-6.586,0.0,-137.866,-10.0
2.81,0.002,-34.977,0.0,-145.829,0.003,-34.833,0.011,-113.404,0.01,-36.071,0.001,-48.523,-10.0
2.789,0.002,-61.538,0.0,-118.403,0.003,-65.009,0.011,-141.291,0.009,-65.361,0.001,-43.812,-10.0
2.769,0.002,-92.709,0.0,1.657,0.003,-94.866,0.01,-170.485,0.009,-94.696,0.001,-44.183,-10.0
2.749,0.002,-127.295,0.0,11.964,0.003,-124.202,0.01,158.812,0.008,-124.313,0.001,-47.07,-10.0
2.73,0.002,-159.683,0.0,12.797,0.002,-153.288,0.01,127.65,0.008,-154.218,0.001,-53.994,-10.0
2.711,0.002,172.344,0.0,10.763,0.002,177.426,0.01,97.26,0.008,175.892,0.0,-78.691,-10.0
2.693,0.002,146.309,0.0,5.706,0.002,147.683,0.01,67.871,0.008,146.246,0.0,174.567,-10.0
2.674,0.002,118.902,0.0,-8.147,0.002,117.586,0.009,38.935,0.007,116.838,0.001,145.726,-10.0
2.657,0.001,88.314,0.0,-96.435,0.002,87.542,0.009,9.742,0.007,87.47,0.001,133.611,-10.0
2.639,0.001,56.101,0.0,-153.88,0.002,57.812,0.009,-20.007,0.007,57.94,0.001,121.703,-10.0
2.622,0.001,25.386,0.0,-168.142,0.002,28.362,0.009,-50.082,0.007,28.138,0.001,104.977,-10.0
2.605,0.001,-3.128,0.0,-179.827,0.002,-1.01,0.009,-80.161,0.006,-1.807,0.0,76.834,-10.0
2.589,0.001,-31.409,0.0,165.313,0.002,-30.491,0.009,-110.068,0.006,-31.667,0.0,34.913,-10.0
2.573,0.001,-61.379,0.0,142.691,0.002,-60.214,0.008,-139.89,0.006,-61.339,0.0,-2.506,-10.0
2.557,0.001,-92.604,0.0,108.094,0.002,-90.159,0.008,-169.649,0.006,-90.84,0.0,-29.638,-10.0
2.541,0.001,-122.73,0.0,69.592,0.002,-120.223,0.008,160.718,0.005,-120.323,0.0,-54.94,-10.0
2.526,0.001,-150.792,0.0,37.239,0.002,-150.147,0.008,131.268,0.005,-149.957,0.0,-84.545,-10.0
2.511,0.001,-178.435,0.0,6.571,0.002,-179.746,0.008,101.843,0.005,-179.834,0.0,-117.229,-10.0
2.496,0.001,151.884,0.0,-28.409,0.001,150.879,0.008,72.179,0.005,150.156,0.0,-145.404,-10.0
2.482,0.001,119.288,0.0,-61.835,0.001,121.445,0.008,42.115,0.005,120.227,0.001,-167.454,-10.0
2.468,0.001,86.567,0.0,-86.116,0.001,91.661,0.007,11.835,0.005,90.525,0.0,172.497,-10.0
2.454,0.001,57.127,0.0,-103.071,0.001,61.5,0.007,-18.208,0.004,60.988,0.0,147.05,-10.0
2.44,0.001,30.689,0.0,-117.413,0.001,31.234,0.007,-47.659,0.004,31.384,0.0,103.627,-10.0
2.426,0.001,4.475,0.0,-136.717,0.001,1.263,0.007,-76.675,0.004,1.582,0.0,54.655,-10.0
2.413,0.001,-24.851,0.0,159.698,0.001,-28.293,0.007,-105.839,0.004,-28.468,0.0,27.228,-10.0
2.4,0.001,-58.683,0.0,90.616,0.001,-57.691,0.007,-135.673,0.004,-58.572,0.001,11.221,-10.0
2.387,0.001,-93.16,0.0,73.272,0.001,-87.344,0.007,-166.165,0.004,-88.521,0.001,-1.555,-10.0
2.374,0.001,-123.402,0.0,65.473,0.001,-117.432,0.007,163.314,0.003,-118.271,0.0,-16.521,-10.0
62.832,6.79,90.271,0.0,59.434,0.97,0.061,0.0,102.144,0.404,-92.121,0.0,28.108,-0.0
42.032,4.369,90.39,0.0,49.093,0.934,0.262,0.0,117.326,0.593,-93.223,0.0,21.565,-0.0
31.578,3.105,90.495,0.0,50.655,0.881,0.702,0.0,129.927,0.771,-94.367,0.0,17.867,-0.0
25.289,2.31,90.605,0.0,50.204,0.81,1.457,0.0,131.793,0.934,-95.529,0.0,18.552,-0.0
21.088,1.753,90.769,0.0,49.86,0.719,2.455,0.0,136.823,1.079,-96.618,0.0,22.474,-0.0
18.085,1.336,91.095,0.0,48.951,0.609,3.499,0.0,130.215,1.2,-97.481,0.0,28.56,-0.0
15.83,1.007,91.762,0.0,49.121,0.484,4.184,0.0,116.359,1.287,-97.966,0.0,35.466,-0.0
14.075,0.738,92.91,0.0,48.247,0.352,3.82,0.0,67.601,1.325,-98.017,0.0,46.022,-0.0
12.671,0.511,94.547,0.0,47.99,0.221,0.725,0.0,39.44,1.294,-97.839,0.0,57.738,-0.0
11.521,0.323,96.282,0.0,50.133,0.104,-12.811,0.0,51.469,1.181,-98.219,0.0,70.992,-0.0
10.562,0.174,97.125,0.0,55.071,0.049,-91.401,0.0,104.728,0.994,-100.649,0.0,83.392,-0.0
9.751,0.067,93.923,0.0,27.436,0.105,-138.724,0.0,167.932,0.767,-107.722,0.0,98.36,-0.0
9.049,0.009,-7.322,0.0,20.515,0.148,-148.97,0.0,-157.688,0.559,-123.784,0.0,111.157,-0.0
8.323,0.042,-68.155,0.0,13.461,0.157,-157.844,0.0,-103.028,0.435,-156.961,0.0,121.21,-0.0
7.759,0.046,-74.373,0.0,2.803,0.133,-171.716,0.0,-36.189,0.426,174.921,0.0,123.541,-0.0
7.305,0.035,-80.499,0.0,-15.945,0.107,166.491,0.0,-4.278,0.407,154.908,0.0,118.592,-0.0
6.931,0.02,-86.128,0.0,-46.497,0.09,139.467,0.0,10.652,0.358,135.962,0.0,107.318,-0.0
6.614,0.007,-81.579,0.0,-78.934,0.082,112.429,0.0,20.492,0.301,114.691,0.0,92.404,-0.0
6.342,0.005,41.577,0.0,-101.686,0.075,87.144,0.0,29.749,0.25,90.231,0.0,74.659,-0.0
6.105,0.012,47.854,0.0,-118.373,0.068,62.504,0.0,48.743,0.213,63.322,0.0,55.423,-0.0
5.894,0.015,40.179,0.0,-134.434,0.06,37.234,0.0,140.985,0.187,35.519,0.0,39.019,-0.0
5.706,0.014,28.447,0.0,-154.75,0.054,10.978,0.0,179.79,0.168,7.881,0.0,25.993,-0.0
