RAOPeriodOrFreq,RAOSurgeAmp,RAOSurgePhase,RAOSwayAmp,RAOSwayPhase,RAOHeaveAmp,RAOHeavePhase,RAORollAmp,RAORollPhase,RAOPitchAmp,RAOPitchPhase,RAOYawAmp,RAOYawPhase,dir
9.049,0.121,-88.917,0.571,-119.21,0.915,18.733,3.395,55.971,0.514,122.077,0.21,175.206,-100.0
8.323,0.096,-89.286,0.519,-120.824,0.808,25.778,1.92,60.643,0.497,129.519,0.205,166.999,-100.0
7.759,0.074,-91.224,0.459,-124.565,0.678,31.569,1.248,60.293,0.451,135.34,0.2,160.746,-100.0
7.305,0.056,-96.076,0.406,-129.411,0.548,35.202,0.871,58.044,0.393,138.46,0.194,155.067,-100.0
6.931,0.043,-104.192,0.36,-134.916,0.436,36.556,0.633,55.013,0.338,138.879,0.186,149.053,-100.0
6.614,0.034,-114.919,0.322,-140.861,0.345,35.855,0.47,51.709,0.29,137.294,0.178,142.275,-100.0
6.342,0.028,-126.92,0.29,-147.06,0.273,33.45,0.352,48.385,0.25,134.318,0.171,134.875,-100.0
6.105,0.024,-139.13,0.261,-153.426,0.218,29.654,0.263,45.11,0.217,130.27,0.167,127.436,-100.0
5.894,0.021,-151.263,0.236,-159.922,0.175,24.783,0.195,41.813,0.189,125.274,0.164,120.508,-100.0
5.706,0.019,-163.598,0.213,-166.62,0.142,19.132,0.144,38.548,0.165,119.509,0.161,114.106,-100.0
5.535,0.017,-176.323,0.192,-173.574,0.117,12.91,0.106,35.783,0.146,113.201,0.156,107.866,-100.0
5.38,0.016,170.74,0.174,179.274,0.096,6.258,0.078,34.564,0.13,106.572,0.149,101.305,-100.0
5.238,0.015,158.182,0.158,172.036,0.079,-0.767,0.056,36.455,0.117,99.754,0.143,94.253,-100.0
5.107,0.014,146.706,0.144,164.825,0.066,-8.029,0.041,43.254,0.105,92.846,0.137,86.866,-100.0
4.985,0.013,136.487,0.13,157.64,0.055,-15.422,0.031,56.216,0.096,85.945,0.132,79.543,-100.0
4.872,0.013,126.951,0.118,150.438,0.046,-22.952,0.026,73.221,0.087,79.125,0.127,72.503,-100.0
4.767,0.012,117.693,0.106,143.164,0.039,-30.736,0.025,87.824,0.079,72.443,0.121,65.628,-100.0
4.668,0.012,108.759,0.096,135.858,0.032,-38.824,0.026,96.022,0.072,65.902,0.115,58.649,-100.0
4.575,0.011,100.467,0.086,128.562,0.027,-47.066,0.029,98.991,0.065,59.41,0.108,51.42,-100.0
4.488,0.01,92.5,0.077,121.323,0.023,-55.314,0.031,98.93,0.059,52.764,0.102,43.954,-100.0
4.405,0.01,84.683,0.069,114.086,0.019,-63.62,0.032,97.13,0.053,45.991,0.096,36.381,-100.0
4.327,0.009,77.034,0.062,106.829,0.016,-72.132,0.034,94.115,0.048,39.295,0.09,28.818,-100.0
4.253,0.008,69.881,0.055,99.62,0.013,-81.162,0.034,90.256,0.044,32.787,0.085,21.287,-100.0
4.182,0.007,63.011,0.048,92.606,0.011,-90.34,0.034,85.873,0.04,26.459,0.079,13.663,-100.0
4.115,0.007,55.949,0.042,85.831,0.009,-99.871,0.034,81.537,0.035,20.034,0.074,5.847,-100.0
4.051,0.006,48.842,0.037,79.223,0.007,-109.578,0.034,77.43,0.032,13.51,0.068,-2.122,-100.0
3.99,0.005,41.614,0.032,72.643,0.006,-119.448,0.033,73.285,0.029,6.887,0.063,-10.145,-100.0
3.932,0.005,34.653,0.027,66.111,0.005,-129.56,0.031,68.716,0.026,0.41,0.058,-18.228,-100.0
3.876,0.004,28.062,0.023,59.86,0.004,-140.158,0.029,63.614,0.023,-5.796,0.054,-26.454,-100.0
3.822,0.003,21.471,0.019,54.228,0.003,-152.087,0.028,58.313,0.021,-11.793,0.049,-34.866,-100.0
3.771,0.003,14.822,0.016,49.565,0.002,-166.322,0.026,53.351,0.018,-17.573,0.045,-43.446,-100.0
3.722,0.002,7.983,0.013,46.157,0.002,175.482,0.025,49.024,0.016,-23.247,0.041,-52.091,-100.0
3.674,0.002,1.387,0.01,44.416,0.001,151.218,0.023,45.14,0.014,-28.753,0.038,-60.735,-100.0
3.629,0.002,-3.858,0.007,45.406,0.001,121.278,0.021,41.269,0.013,-33.948,0.034,-69.429,-100.0
3.584,0.001,-7.268,0.006,51.239,0.001,90.724,0.02,37.127,0.011,-38.846,0.031,-78.256,-100.0
3.542,0.001,-8.063,0.004,64.181,0.001,65.287,0.018,32.79,0.01,-43.478,0.028,-87.219,-100.0
3.501,0.001,-3.109,0.004,81.78,0.001,45.478,0.017,28.694,0.008,-47.749,0.025,-96.262,-100.0
3.461,0.0,15.881,0.005,95.751,0.001,29.693,0.016,25.182,0.007,-51.519,0.022,-105.314,-100.0
3.423,0.0,49.719,0.005,102.605,0.001,16.714,0.015,22.298,0.006,-54.512,0.02,-114.435,-100.0
3.386,0.0,68.938,0.006,104.114,0.001,5.599,0.014,19.795,0.006,-56.589,0.017,-123.776,-100.0
3.35,0.001,73.345,0.007,102.36,0.001,-4.371,0.013,17.4,0.005,-57.79,0.015,-133.463,-100.0
3.315,0.001,71.724,0.008,98.653,0.001,-13.756,0.012,15.045,0.004,-58.205,0.013,-143.553,-100.0
3.282,0.001,67.6,0.009,93.764,0.001,-22.943,0.012,12.791,0.004,-57.894,0.011,-154.075,-100.0
3.249,0.001,62.082,0.009,88.12,0.001,-31.944,0.011,10.692,0.003,-56.917,0.009,-165.298,-100.0
3.217,0.001,55.638,0.01,81.937,0.001,-40.643,0.011,8.584,0.003,-55.324,0.007,-177.868,-100.0
3.186,0.001,48.759,0.01,75.342,0.001,-48.936,0.011,6.239,0.003,-53.393,0.006,167.176,-100.0
3.156,0.001,41.705,0.011,68.454,0.001,-56.806,0.011,3.466,0.003,-51.57,0.004,148.447,-100.0
3.127,0.002,34.608,0.011,61.362,0.001,-64.366,0.011,0.267,0.003,-50.296,0.003,124.147,-100.0
3.099,0.002,27.58,0.011,54.134,0.001,-71.666,0.011,-3.241,0.003,-49.821,0.003,93.044,-100.0
3.071,0.002,20.581,0.011,46.763,0.001,-78.685,0.011,-6.954,0.003,-50.226,0.003,58.968,-100.0
3.045,0.002,13.624,0.011,39.248,0.001,-85.458,0.011,-10.909,0.003,-51.474,0.003,30.288,-100.0
3.018,0.002,6.711,0.011,31.581,0.001,-92.058,0.011,-15.21,0.003,-53.482,0.004,9.302,-100.0
2.993,0.002,-0.18,0.01,23.819,0.001,-98.547,0.011,-19.937,0.003,-56.241,0.005,-6.619,-100.0
2.968,0.002,-7.183,0.01,16.001,0.001,-104.933,0.011,-25.005,0.003,-59.687,0.005,-19.914,-100.0
2.944,0.002,-14.341,0.01,8.179,0.001,-111.043,0.011,-30.254,0.003,-63.713,0.006,-31.897,-100.0
2.92,0.002,-21.645,0.01,0.323,0.001,-116.683,0.011,-35.533,0.003,-68.133,0.006,-43.095,-100.0
2.897,0.002,-28.999,0.009,-7.564,0.001,-121.681,0.011,-40.8,0.003,-72.763,0.007,-53.622,-100.0
2.874,0.002,-36.325,0.009,-15.482,0.001,-125.96,0.011,-46.12,0.003,-77.551,0.007,-63.562,-100.0
2.852,0.002,-43.685,0.009,-23.42,0.0,-129.432,0.01,-51.511,0.003,-82.52,0.008,-73.069,-100.0
2.831,0.001,-51.188,0.008,-31.34,0.0,-131.918,0.01,-56.992,0.003,-87.716,0.008,-82.328,-100.0
2.81,0.001,-58.905,0.008,-39.242,0.0,-133.02,0.01,-62.499,0.003,-93.107,0.008,-91.446,-100.0
2.789,0.001,-66.773,0.007,-47.134,0.0,-132.229,0.01,-68.035,0.003,-98.563,0.008,-100.442,-100.0
2.769,0.001,-74.67,0.007,-55.046,0.0,-129.168,0.01,-73.609,0.003,-103.964,0.008,-109.317,-100.0
2.749,0.001,-82.545,0.007,-62.978,0.0,-124.001,0.009,-79.276,0.003,-109.241,0.008,-118.049,-100.0
2.73,0.001,-90.414,0.006,-70.899,0.0,-117.721,0.009,-85.033,0.002,-114.423,0.008,-126.667,-100.0
2.711,0.001,-98.356,0.006,-78.801,0.0,-111.849,0.009,-90.829,0.002,-119.578,0.008,-135.208,-100.0
2.693,0.001,-106.423,0.005,-86.685,0.0,-107.52,0.008,-96.617,0.002,-124.695,0.008,-143.692,-100.0
2.674,0.001,-114.588,0.005,-94.598,0.0,-105.22,0.008,-102.362,0.002,-129.775,0.008,-152.118,-100.0
2.657,0.001,-122.828,0.004,-102.601,0.0,-104.956,0.007,-108.083,0.002,-134.846,0.008,-160.479,-100.0
2.639,0.001,-131.13,0.004,-110.662,0.0,-105.98,0.007,-113.8,0.002,-139.799,0.008,-168.812,-100.0
2.622,0.001,-139.555,0.003,-118.78,0.0,-108.053,0.007,-119.496,0.002,-144.629,0.007,-177.099,-100.0
2.605,0.0,-148.221,0.003,-126.885,0.0,-111.307,0.006,-125.1,0.002,-149.43,0.007,174.613,-100.0
2.589,0.0,-157.175,0.003,-134.892,0.0,-115.46,0.006,-130.5,0.002,-154.146,0.007,166.334,-100.0
2.573,0.0,-166.38,0.002,-142.758,0.0,-120.165,0.006,-135.629,0.001,-158.633,0.006,158.093,-100.0
2.557,0.0,-175.657,0.002,-150.603,0.0,-124.964,0.005,-140.478,0.001,-162.869,0.006,149.901,-100.0
2.541,0.0,174.769,0.001,-158.309,0.0,-129.998,0.005,-145.07,0.001,-166.909,0.006,141.728,-100.0
2.526,0.0,164.837,0.001,-165.44,0.0,-135.282,0.005,-149.406,0.001,-170.627,0.005,133.604,-100.0
2.511,0.0,154.073,0.001,-171.529,0.0,-140.723,0.004,-153.433,0.001,-173.966,0.005,125.56,-100.0
2.496,0.0,140.323,0.001,-175.087,0.0,-146.211,0.004,-157.059,0.001,-176.917,0.005,117.616,-100.0
2.482,0.0,73.92,0.0,-170.234,0.0,-151.779,0.004,-160.3,0.001,-179.475,0.004,109.833,-100.0
2.468,0.0,-40.104,0.0,-122.664,0.0,-157.382,0.004,-163.135,0.001,178.448,0.004,102.261,-100.0
2.454,0.0,-54.025,0.0,-69.162,0.0,-162.898,0.003,-165.53,0.001,176.715,0.004,94.931,-100.0
2.44,0.0,-64.258,0.0,-62.698,0.0,-168.408,0.003,-167.59,0.001,175.337,0.003,87.915,-100.0
2.426,0.0,-73.546,0.001,-65.473,0.0,-173.986,0.003,-169.372,0.001,174.08,0.003,81.273,-100.0
2.413,0.0,-82.718,0.001,-71.31,0.0,-179.613,0.003,-170.963,0.001,172.869,0.002,75.287,-100.0
2.4,0.0,-91.834,0.001,-77.995,0.0,174.57,0.003,-172.463,0.001,171.542,0.002,70.059,-100.0
2.387,0.0,-100.78,0.001,-85.246,0.0,168.655,0.003,-173.943,0.001,170.043,0.002,66.012,-100.0
2.374,0.0,-109.546,0.001,-92.9,0.0,162.783,0.003,-175.587,0.001,168.386,0.001,63.883,-100.0
62.832,0.011,179.917,6.959,-90.004,1.001,-0.002,0.415,-89.335,0.001,-179.471,0.001,-91.007,-90.0
42.032,0.012,179.735,4.619,-90.016,1.002,0.021,0.634,-88.976,0.002,-179.296,0.001,-91.908,-90.0
31.578,0.012,179.453,3.432,-90.041,1.004,0.092,0.869,-88.597,0.004,-178.939,0.002,-93.729,-90.0
25.289,0.012,178.827,2.709,-90.09,1.008,0.262,1.132,-88.149,0.006,-177.471,0.002,-97.032,-90.0
21.088,0.012,177.622,2.22,-90.156,1.012,0.579,1.439,-87.606,0.01,-175.04,0.002,-104.934,-90.0
18.085,0.012,175.196,1.865,-90.184,1.018,1.11,1.82,-86.822,0.016,-171.016,0.002,-125.114,-90.0
15.83,0.012,171.368,1.595,-90.059,1.023,1.92,2.33,-85.558,0.023,-165.308,0.003,-160.199,-90.0
14.075,0.014,166.962,1.381,-89.445,1.029,3.103,3.089,-83.154,0.033,-157.767,0.006,177.512,-90.0
12.671,0.016,164.285,1.202,-87.41,1.033,4.794,4.403,-77.888,0.046,-148.172,0.014,174.928,-90.0
11.521,0.02,165.519,1.008,-80.76,1.034,7.186,7.181,-63.43,0.061,-136.667,0.035,-170.754,-90.0
10.562,0.024,170.815,0.519,-73.619,1.026,10.463,11.289,-16.206,0.078,-123.467,0.078,-120.374,-90.0
9.751,0.028,179.583,0.53,-118.039,1.001,14.815,6.909,34.211,0.096,-108.535,0.064,-65.678,-90.0
9.049,0.032,-169.053,0.587,-118.777,0.948,20.133,3.798,49.026,0.111,-91.737,0.045,-46.98,-90.0
8.323,0.035,-153.058,0.544,-120.665,0.84,27.037,2.214,52.623,0.12,-69.64,0.035,-41.208,-90.0
7.759,0.034,-137.917,0.489,-124.58,0.71,32.45,1.492,51.179,0.114,-50.089,0.031,-43.625,-90.0
7.305,0.031,-125.596,0.439,-129.634,0.583,35.731,1.085,47.928,0.098,-35.442,0.03,-47.813,-90.0
6.931,0.027,-117.16,0.398,-135.296,0.472,36.864,0.823,43.951,0.08,-26.501,0.031,-50.08,-90.0
6.614,0.023,-112.52,0.363,-141.211,0.381,36.059,0.638,39.572,0.065,-22.657,0.032,-50.678,-90.0
6.342,0.02,-110.88,0.333,-147.243,0.309,33.608,0.501,34.699,0.053,-22.682,0.032,-51.561,-90.0
6.105,0.017,-111.227,0.306,-153.48,0.252,29.811,0.396,29.204,0.045,-25.278,0.032,-54.14,-90.0
5.894,0.015,-112.67,0.281,-160.033,0.208,25.016,0.317,23.165,0.039,-29.589,0.032,-58.379,-90.0
5.706,0.014,-114.598,0.259,-166.959,0.174,19.451,0.256,16.924,0.034,-35.255,0.033,-62.907,-90.0
5.535,0.013,-116.665,0.239,-174.184,0.146,13.322,0.207,10.778,0.03,-41.941,0.034,-66.474,-90.0
5.38,0.012,-118.769,0.222,178.491,0.124,6.76,0.167,4.663,0.028,-49.098,0.035,-69.155,-90.0
5.238,0.011,-121.043,0.207,171.143,0.106,-0.11,0.133,-1.911,0.026,-56.236,0.035,-71.777,-90.0
5.107,0.01,-123.82,0.193,163.713,0.091,-7.23,0.106,-9.367,0.024,-63.372,0.035,-74.84,-90.0
4.985,0.009,-127.217,0.179,156.039,0.079,-14.569,0.085,-17.62,0.023,-70.673,0.035,-78.194,-90.0
4.872,0.009,-130.752,0.167,148.088,0.069,-22.074,0.068,-25.93,0.022,-78.005,0.036,-81.292,-90.0
4.767,0.008,-133.479,0.156,139.906,0.06,-29.742,0.056,-33.588,0.022,-84.602,0.036,-83.935,-90.0
4.668,0.008,-135.324,0.146,131.572,0.053,-37.568,0.045,-40.473,0.022,-90.04,0.035,-86.378,-90.0
4.575,0.007,-136.673,0.137,123.129,0.046,-45.526,0.036,-46.76,0.021,-94.81,0.034,-89.028,-90.0
4.488,0.006,-138.372,0.129,114.57,0.041,-53.622,0.029,-52.166,0.02,-99.803,0.034,-92.018,-90.0
4.405,0.006,-140.396,0.122,105.873,0.036,-61.895,0.023,-55.588,0.019,-105.452,0.033,-95.135,-90.0
4.327,0.005,-142.558,0.115,97.087,0.032,-70.449,0.018,-55.505,0.018,-111.241,0.032,-97.944,-90.0
4.253,0.004,-144.796,0.109,88.19,0.029,-79.406,0.015,-51.482,0.018,-116.683,0.031,-100.263,-90.0
4.182,0.004,-147.108,0.103,79.168,0.026,-88.508,0.012,-42.164,0.017,-121.598,0.03,-102.349,-90.0
4.115,0.003,-150.093,0.099,70.053,0.023,-97.633,0.011,-30.27,0.016,-126.498,0.028,-104.665,-90.0
4.051,0.003,-153.058,0.095,60.934,0.021,-106.625,0.012,-19.875,0.015,-131.521,0.026,-107.419,-90.0
3.99,0.002,-156.37,0.091,51.884,0.019,-115.491,0.014,-13.12,0.014,-136.854,0.024,-110.451,-90.0
3.932,0.002,-159.712,0.088,42.936,0.017,-124.336,0.016,-9.689,0.013,-142.562,0.023,-113.389,-90.0
3.876,0.001,-163.25,0.084,34.033,0.016,-133.3,0.019,-8.922,0.012,-148.357,0.021,-116.043,-90.0
3.822,0.001,-169.098,0.082,25.142,0.014,-142.325,0.021,-10.434,0.011,-154.337,0.019,-118.541,-90.0
3.771,0.001,179.782,0.079,16.256,0.013,-151.368,0.022,-13.804,0.011,-160.483,0.017,-121.153,-90.0
3.722,0.0,152.47,0.077,7.473,0.012,-160.401,0.024,-18.366,0.01,-166.804,0.015,-124.01,-90.0
3.674,0.0,99.229,0.075,-1.173,0.011,-169.382,0.025,-23.447,0.009,-173.385,0.013,-127.001,-90.0
3.629,0.0,60.525,0.073,-9.686,0.01,-178.392,0.026,-28.789,0.008,179.884,0.012,-129.929,-90.0
3.584,0.001,40.551,0.071,-18.111,0.01,172.504,0.027,-34.549,0.008,172.903,0.01,-132.667,-90.0
3.542,0.001,29.003,0.069,-26.458,0.009,163.255,0.027,-40.865,0.007,165.483,0.008,-135.228,-90.0
3.501,0.001,21.337,0.067,-34.728,0.008,153.858,0.028,-47.657,0.007,157.659,0.007,-137.525,-90.0
3.461,0.001,15.967,0.065,-42.914,0.008,144.391,0.028,-54.638,0.006,149.511,0.006,-139.197,-90.0
3.423,0.001,11.532,0.063,-51.025,0.007,134.904,0.028,-61.592,0.006,141.205,0.004,-139.437,-90.0
3.386,0.001,7.221,0.061,-59.1,0.007,125.39,0.028,-68.56,0.005,132.747,0.003,-136.72,-90.0
3.35,0.001,2.922,0.059,-67.15,0.006,115.882,0.028,-75.675,0.005,124.015,0.002,-126.913,-90.0
3.315,0.001,-1.498,0.057,-75.173,0.006,106.489,0.028,-82.921,0.005,114.993,0.001,-97.813,-90.0
3.282,0.002,-5.941,0.056,-83.191,0.006,97.401,0.028,-90.171,0.004,105.71,0.001,-52.377,-90.0
3.249,0.002,-10.234,0.054,-91.21,0.006,88.786,0.028,-97.322,0.004,96.221,0.002,-30.74,-90.0
3.217,0.002,-14.43,0.052,-99.282,0.005,80.633,0.028,-104.449,0.004,86.524,0.003,-24.101,-90.0
3.186,0.002,-18.433,0.05,-107.416,0.005,72.88,0.027,-111.685,0.003,76.608,0.003,-22.763,-90.0
3.156,0.002,-22.181,0.048,-115.615,0.005,65.431,0.027,-119.085,0.003,66.594,0.004,-23.693,-90.0
3.127,0.002,-25.771,0.046,-123.868,0.005,58.194,0.026,-126.572,0.003,56.627,0.005,-25.909,-90.0
3.099,0.002,-29.254,0.044,-132.195,0.004,51.059,0.026,-134.039,0.003,46.631,0.005,-28.877,-90.0
3.071,0.002,-32.631,0.043,-140.603,0.004,43.901,0.025,-141.51,0.003,36.412,0.006,-32.269,-90.0
3.045,0.002,-35.887,0.041,-149.141,0.004,36.621,0.024,-149.178,0.003,25.916,0.006,-35.845,-90.0
3.018,0.002,-38.955,0.039,-157.79,0.004,29.163,0.023,-157.185,0.003,15.38,0.007,-39.52,-90.0
2.993,0.002,-41.812,0.038,-166.534,0.003,21.476,0.022,-165.589,0.003,5.145,0.007,-43.334,-90.0
2.968,0.001,-44.539,0.036,-175.332,0.003,13.547,0.021,-174.32,0.003,-4.67,0.007,-47.343,-90.0
2.944,0.001,-47.115,0.035,175.814,0.003,5.243,0.02,176.65,0.003,-14.24,0.008,-51.517,-90.0
2.92,0.001,-49.491,0.034,166.937,0.003,-3.553,0.019,167.329,0.003,-23.705,0.008,-55.792,-90.0
2.897,0.001,-51.623,0.033,158.008,0.002,-12.923,0.019,157.701,0.003,-32.989,0.008,-60.063,-90.0
2.874,0.001,-53.505,0.032,149.047,0.002,-22.803,0.018,147.839,0.003,-41.877,0.008,-64.299,-90.0
2.852,0.001,-55.159,0.031,140.062,0.002,-33.065,0.017,137.859,0.003,-50.31,0.008,-68.559,-90.0
2.831,0.001,-56.66,0.03,131.052,0.002,-43.524,0.017,127.873,0.003,-58.405,0.008,-72.89,-90.0
2.81,0.001,-57.941,0.029,121.998,0.002,-53.995,0.017,117.917,0.002,-66.314,0.008,-77.335,-90.0
2.789,0.001,-58.826,0.028,112.931,0.002,-64.272,0.016,108.039,0.002,-74.109,0.008,-81.878,-90.0
2.769,0.001,-59.105,0.027,103.831,0.002,-74.178,0.016,98.264,0.002,-81.746,0.007,-86.463,-90.0
2.749,0.001,-58.576,0.026,94.7,0.002,-83.558,0.016,88.665,0.002,-89.216,0.007,-91.072,-90.0
2.73,0.001,-56.971,0.026,85.527,0.002,-92.414,0.016,79.237,0.002,-96.62,0.007,-95.713,-90.0
2.711,0.0,-53.856,0.025,76.312,0.002,-100.836,0.016,69.928,0.002,-104.072,0.007,-100.396,-90.0
2.693,0.0,-48.434,0.024,67.054,0.001,-108.896,0.016,60.683,0.002,-111.649,0.006,-105.19,-90.0
2.674,0.0,-39.228,0.024,57.772,0.001,-116.662,0.016,51.493,0.002,-119.31,0.006,-110.077,-90.0
2.657,0.0,-24.582,0.023,48.469,0.001,-124.194,0.015,42.369,0.002,-126.985,0.006,-115.083,-90.0
2.639,0.0,-5.002,0.023,39.193,0.001,-131.678,0.015,33.324,0.002,-134.862,0.005,-120.116,-90.0
2.622,0.0,14.13,0.022,29.935,0.001,-139.186,0.015,24.302,0.002,-142.897,0.005,-125.22,-90.0
2.605,0.0,28.06,0.022,20.726,0.001,-146.796,0.015,15.298,0.002,-151.156,0.005,-130.412,-90.0
2.589,0.0,36.509,0.022,11.593,0.001,-154.535,0.015,6.287,0.002,-159.556,0.004,-135.707,-90.0
2.573,0.0,41.164,0.021,2.568,0.001,-162.437,0.015,-2.669,0.002,-167.957,0.004,-141.098,-90.0
2.557,0.0,43.226,0.021,-6.32,0.001,-170.543,0.015,-11.551,0.002,-176.326,0.004,-146.598,-90.0
2.541,0.0,43.748,0.021,-15.079,0.001,-178.907,0.015,-20.319,0.002,175.177,0.003,-152.226,-90.0
2.526,0.0,43.189,0.021,-23.711,0.001,172.34,0.014,-29.003,0.002,166.583,0.003,-158.024,-90.0
2.511,0.0,41.995,0.02,-32.224,0.001,163.203,0.014,-37.584,0.002,157.966,0.002,-164.058,-90.0
2.496,0.0,40.217,0.02,-40.628,0.001,153.873,0.014,-46.063,0.001,149.438,0.002,-170.46,-90.0
2.482,0.001,37.971,0.02,-48.945,0.001,144.301,0.014,-54.441,0.001,140.957,0.002,-177.417,-90.0
2.468,0.001,35.349,0.02,-57.202,0.001,134.5,0.014,-62.713,0.001,132.458,0.001,174.687,-90.0
2.454,0.001,32.331,0.019,-65.41,0.001,124.519,0.014,-70.935,0.001,123.861,0.001,164.971,-90.0
2.44,0.001,29.177,0.019,-73.6,0.001,114.535,0.014,-79.099,0.001,115.225,0.001,151.238,-90.0
2.426,0.001,25.928,0.018,-81.802,0.001,104.573,0.014,-87.228,0.001,106.641,0.0,126.671,-90.0
2.413,0.001,22.613,0.018,-90.035,0.001,95.029,0.013,-95.324,0.001,98.152,0.0,77.413,-90.0
2.4,0.001,19.183,0.018,-98.317,0.001,85.774,0.013,-103.408,0.001,89.638,0.0,31.114,-90.0
2.387,0.001,15.59,0.017,-106.66,0.001,76.831,0.013,-111.499,0.001,81.113,0.001,8.421,-90.0
2.374,0.001,11.947,0.017,-115.073,0.001,68.22,0.013,-119.625,0.001,72.635,0.001,-4.462,-90.0
62.832,1.212,90.572,6.848,-89.976,1.0,0.0,0.409,-90.024,0.071,-91.05,0.318,-0.066,-80.0
42.032,0.807,90.838,4.541,-89.963,1.0,0.032,0.622,-90.027,0.107,-91.616,0.317,-0.063,-80.0
31.578,0.603,91.114,3.37,-89.979,1.001,0.121,0.852,-90.009,0.144,-92.257,0.316,-0.024,-80.0
25.289,0.48,91.401,2.656,-90.018,1.002,0.318,1.108,-89.954,0.182,-92.952,0.314,0.064,-80.0
21.088,0.398,91.747,2.171,-90.077,1.003,0.666,1.404,-89.819,0.223,-93.655,0.311,0.207,-80.0
18.085,0.34,92.272,1.82,-90.104,1.003,1.227,1.77,-89.484,0.268,-94.234,0.307,0.405,-80.0
15.83,0.297,93.169,1.552,-89.988,1.004,2.063,2.255,-88.678,0.319,-94.451,0.3,0.632,-80.0
14.075,0.264,94.705,1.341,-89.404,1.002,3.285,2.975,-86.799,0.377,-93.951,0.29,0.815,-80.0
12.671,0.236,97.17,1.168,-87.418,0.998,5.0,4.217,-82.093,0.443,-92.381,0.273,0.744,-80.0
11.521,0.211,100.765,0.987,-80.8,0.988,7.415,6.823,-68.247,0.514,-89.506,0.242,-1.31,-80.0
10.562,0.187,105.549,0.533,-70.833,0.967,10.675,10.626,-21.745,0.587,-85.236,0.23,-17.612,-80.0
9.751,0.162,111.651,0.478,-114.244,0.928,14.966,6.427,27.832,0.654,-79.512,0.279,-16.021,-80.0
9.049,0.135,119.288,0.525,-116.746,0.861,20.112,3.483,41.6,0.704,-72.154,0.269,-14.326,-80.0
8.323,0.101,130.518,0.48,-119.086,0.741,26.474,1.99,43.637,0.715,-61.54,0.251,-17.126,-80.0
7.759,0.068,141.437,0.421,-123.208,0.608,31.013,1.312,40.48,0.66,-52.098,0.238,-21.657,-80.0
7.305,0.042,150.094,0.369,-128.466,0.486,33.255,0.929,35.334,0.567,-45.951,0.227,-26.673,-80.0
6.931,0.023,155.509,0.325,-134.31,0.384,33.433,0.683,29.103,0.472,-43.593,0.217,-31.925,-80.0
6.614,0.011,157.591,0.288,-140.423,0.302,31.8,0.511,21.848,0.391,-44.317,0.206,-37.587,-80.0
6.342,0.004,156.715,0.255,-146.767,0.238,28.641,0.387,13.334,0.327,-47.175,0.195,-43.843,-80.0
6.105,0.0,-43.413,0.225,-153.513,0.188,24.242,0.298,3.632,0.275,-51.521,0.186,-50.55,-80.0
5.894,0.003,-32.562,0.198,-160.832,0.15,18.866,0.233,-6.894,0.233,-56.992,0.178,-57.234,-80.0
5.706,0.004,-37.607,0.175,-168.665,0.119,12.689,0.183,-17.971,0.199,-63.342,0.169,-63.628,-80.0
5.535,0.005,-41.964,0.155,-176.879,0.096,5.816,0.144,-29.869,0.171,-70.352,0.159,-70.004,-80.0
5.38,0.005,-45.406,0.138,174.587,0.077,-1.687,0.114,-43.012,0.147,-77.893,0.148,-76.832,-80.0
5.238,0.005,-48.363,0.123,165.691,0.061,-9.808,0.091,-57.365,0.128,-85.93,0.137,-84.503,-80.0
5.107,0.005,-50.687,0.111,156.488,0.049,-18.619,0.073,-72.501,0.111,-94.37,0.126,-93.004,-80.0
4.985,0.005,-51.733,0.1,147.187,0.039,-28.239,0.059,-88.693,0.097,-103.055,0.116,-102.029,-80.0
4.872,0.004,-51.079,0.09,137.969,0.032,-38.598,0.048,-106.88,0.084,-111.975,0.108,-111.391,-80.0
4.767,0.003,-48.583,0.082,128.83,0.026,-49.516,0.039,-127.635,0.073,-121.332,0.1,-121.18,-80.0
4.668,0.002,-44.454,0.074,119.648,0.021,-60.886,0.034,-150.291,0.063,-131.335,0.093,-131.596,-80.0
4.575,0.001,-35.312,0.068,110.487,0.017,-72.99,0.032,-173.893,0.055,-141.964,0.086,-142.633,-80.0
4.488,0.001,-12.502,0.062,101.626,0.014,-85.929,0.032,163.038,0.048,-153.146,0.082,-154.143,-80.0
4.405,0.001,30.302,0.057,93.294,0.012,-99.316,0.034,143.172,0.042,-164.84,0.078,-165.909,-80.0
4.327,0.001,59.215,0.052,85.514,0.01,-112.235,0.037,127.882,0.037,-177.248,0.076,-177.561,-80.0
4.253,0.001,69.205,0.047,78.201,0.008,-124.62,0.04,116.059,0.033,169.726,0.075,171.405,-80.0
4.182,0.002,73.251,0.042,71.271,0.007,-136.057,0.041,105.821,0.03,156.643,0.074,161.361,-80.0
4.115,0.002,73.796,0.037,64.725,0.006,-147.287,0.042,96.467,0.027,143.922,0.074,152.23,-80.0
4.051,0.002,72.718,0.032,58.575,0.005,-158.633,0.042,87.918,0.025,131.631,0.073,143.704,-80.0
3.99,0.002,71.329,0.028,52.785,0.004,-170.283,0.041,80.121,0.024,119.903,0.071,135.56,-80.0
3.932,0.002,69.325,0.023,47.364,0.003,177.414,0.039,72.685,0.022,108.671,0.069,127.75,-80.0
3.876,0.001,67.384,0.019,42.547,0.002,163.828,0.036,65.169,0.02,97.909,0.067,120.365,-80.0
